[  0%]           economybisection.f90
[ 20%]           economybisection.f90  done.
[ 20%]            UsedKCollateral.f90
[ 40%]            UsedKCollateral.f90  done.
[ 40%]           libUsedKCollateral.a
[ 60%]           libUsedKCollateral.a  done.
[ 60%]                       main.f90
[ 80%]                       main.f90  done.
[ 80%]                UsedKCollateral
[100%]                UsedKCollateral  done.
[100%] Project compiled successfully.
 Start!

****************************************************
Bisection initization at point A:    0.8000   0.7000
****************************************************

 value function iteration: W-type (unconstrained)
iter               distw             distgwk                kmin                kmax
  18        1.114705E-01        8.448188E-01        7.764760E-01        5.000000E-02        6.000000E+00       -1.300786E+01        9.660000E-01
  19        2.029463E-01        1.399777E+00        1.286540E+00        5.000000E-02        6.000000E+00       -1.300786E+01        9.660000E-01
  20        5.316772E-02        7.382128E-01        6.784940E-01        5.000000E-02        6.000000E+00       -1.300786E+01        9.660000E-01
  21        6.769218E-02        1.519943E+00        1.396985E+00        5.000000E-02        6.000000E+00       -1.300786E+01        9.660000E-01
  22        3.127905E-02        5.466644E-01        5.024412E-01        5.000000E-02        6.000000E+00       -1.300786E+01        9.660000E-01
  23        2.909240E-02        7.745960E-01        7.119339E-01        5.000000E-02        6.000000E+00       -1.300786E+01        9.660000E-01
  24        2.840987E-02        7.745960E-01        7.119339E-01        5.000000E-02        6.000000E+00       -1.300786E+01        9.660000E-01
  25        3.795608E-03        3.729376E-03        3.427683E-03        5.000000E-02        6.000000E+00       -1.300786E+01        9.660000E-01
  26        2.708212E-03        3.401179E-03        3.126036E-03        5.000000E-02        6.000000E+00       -1.300786E+01        9.660000E-01
  27        2.188090E-03        2.440619E-03        2.243181E-03        5.000000E-02        6.000000E+00       -1.300786E+01        9.660000E-01
  28        1.809252E-03        2.190324E-03        2.013135E-03        5.000000E-02        6.000000E+00       -1.300786E+01        9.660000E-01
  29        1.480706E-03        1.838861E-03        1.690104E-03        5.000000E-02        6.000000E+00       -1.300786E+01        9.660000E-01
  30        1.192817E-03        1.468961E-03        1.350127E-03        5.000000E-02        6.000000E+00       -1.300786E+01        9.660000E-01
  31        9.530963E-04        1.182620E-03        1.086950E-03        5.000000E-02        6.000000E+00       -1.300786E+01        9.660000E-01
 stationary distribution on both W-type and V-type firm
initial: sum(muw) =    0.000000E+00, sum(muv) =    1.000000E+00, total =    1.000000E+00
  steadyStateDistribution has kfval =   0.0050kidx =    1 (kwLeft, kwRight) = ( 1.0000, 0.0000) and born with =   0.0500
iter             distmuw             distmuv            sum(muw)            sum(muv)               total                kagg
============================================================================================================================
   1        8.409123E-03        2.711257E-01        2.910000E-02        9.709000E-01        1.000000E+00        5.000000E-02
  steadyStateDistribution has kfval =   0.0135kidx =    1 (kwLeft, kwRight) = ( 1.0000, 0.0000) and born with =   0.0500
   2        3.285380E-03        1.753291E-01        5.529000E-02        9.447100E-01        1.000000E+00        1.346465E-01
  steadyStateDistribution has kfval =   0.0353kidx =    1 (kwLeft, kwRight) = ( 1.0000, 0.0000) and born with =   0.0500
   3        2.956842E-03        5.374584E-02        7.886100E-02        9.211390E-01        1.000000E+00        3.527618E-01
   4        2.661157E-03        1.660497E-02        1.000749E-01        8.999251E-01        1.000000E+00        6.284154E-01
   5        3.322250E-03        7.055989E-03        1.199296E-01        8.800704E-01        1.000000E+00        9.460786E-01
   6        4.153405E-03        7.328064E-03        1.448047E-01        8.551953E-01        1.000000E+00        1.276216E+00
   7        6.267342E-03        7.039422E-03        1.805050E-01        8.194950E-01        1.000000E+00        1.622287E+00
   8        6.050505E-03        6.994857E-03        2.210004E-01        7.789996E-01        1.000000E+00        1.937345E+00
   9        4.652879E-03        3.866764E-03        2.563621E-01        7.436379E-01        1.000000E+00        2.167300E+00
  10        3.510107E-03        3.609817E-03        2.849368E-01        7.150632E-01        1.000000E+00        2.329927E+00
  11        2.849378E-03        2.753741E-03        3.085343E-01        6.914657E-01        1.000000E+00        2.453986E+00
  12        2.523319E-03        2.299640E-03        3.291379E-01        6.708621E-01        1.000000E+00        2.557587E+00
  13        2.252601E-03        1.965301E-03        3.475964E-01        6.524036E-01        1.000000E+00        2.646127E+00
  14        1.964058E-03        1.619770E-03        3.638984E-01        6.361016E-01        1.000000E+00        2.719099E+00
  15        1.673861E-03        1.308016E-03        3.780432E-01        6.219568E-01        1.000000E+00        2.778025E+00
  16        1.409694E-03        1.044132E-03        3.901392E-01        6.098608E-01        1.000000E+00        2.825062E+00
  17        1.192976E-03        8.464855E-04        4.004482E-01        5.995518E-01        1.000000E+00        2.863195E+00
  18        1.018172E-03        7.026238E-04        4.092542E-01        5.907458E-01        1.000000E+00        2.894847E+00
  19        8.770621E-04        3.843405E-04        4.168254E-01        5.831746E-01        1.000000E+00        2.921753E+00
  20        7.589189E-04        5.134663E-04        4.233603E-01        5.766397E-01        1.000000E+00        2.944885E+00
  21        6.577049E-04        4.434356E-04        4.290102E-01        5.709898E-01        1.000000E+00        2.964860E+00
  22        5.704070E-04        3.841466E-04        4.338994E-01        5.661006E-01        1.000000E+00        2.982163E+00
  23        4.958434E-04        3.333218E-04        4.381373E-01        5.618627E-01        1.000000E+00        2.997178E+00
  24        4.317010E-04        2.883412E-04        4.418198E-01        5.581802E-01        1.000000E+00        3.010166E+00
  25        3.743000E-04        2.487919E-04        4.450192E-01        5.549808E-01        1.000000E+00        3.021373E+00
  26        3.234007E-04        2.131053E-04        4.477874E-01        5.522126E-01        1.000000E+00        3.030972E+00
  27        2.791459E-04        1.825336E-04        4.501769E-01        5.498231E-01        1.000000E+00        3.039194E+00
  28        2.416032E-04        1.575512E-04        4.522443E-01        5.477557E-01        1.000000E+00        3.046291E+00
  29        2.092953E-04        1.362850E-04        4.540345E-01        5.459655E-01        1.000000E+00        3.052430E+00
  30        1.813275E-04        1.179720E-04        4.555849E-01        5.444151E-01        1.000000E+00        3.057744E+00
  31        1.570795E-04        1.021255E-04        4.569278E-01        5.430722E-01        1.000000E+00        3.062344E+00
  32        1.360696E-04        8.841923E-05        4.580908E-01        5.419092E-01        1.000000E+00        3.066327E+00
  33        1.178821E-04        7.658281E-05        4.590981E-01        5.409019E-01        1.000000E+00        3.069777E+00
  34        1.021388E-04        6.635565E-05        4.599708E-01        5.400292E-01        1.000000E+00        3.072766E+00
  35        8.850308E-05        5.750371E-05        4.607268E-01        5.392732E-01        1.000000E+00        3.075356E+00
  36        7.668872E-05        4.983455E-05        4.613818E-01        5.386182E-01        1.000000E+00        3.077601E+00
  37        6.645116E-05        4.318727E-05        4.619494E-01        5.380506E-01        1.000000E+00        3.079546E+00
  38        5.757966E-05        3.742523E-05        4.624411E-01        5.375589E-01        1.000000E+00        3.081232E+00
  39        4.989185E-05        3.243058E-05        4.628672E-01        5.371328E-01        1.000000E+00        3.082693E+00
  40        4.322976E-05        2.810127E-05        4.632363E-01        5.367637E-01        1.000000E+00        3.083959E+00
  41        3.745664E-05        2.434893E-05        4.635562E-01        5.364438E-01        1.000000E+00        3.085055E+00
  42        3.245405E-05        2.109700E-05        4.638334E-01        5.361666E-01        1.000000E+00        3.086006E+00
  43        2.811931E-05        1.827900E-05        4.640735E-01        5.359265E-01        1.000000E+00        3.086829E+00
  44        2.436339E-05        1.583723E-05        4.642815E-01        5.357185E-01        1.000000E+00        3.087543E+00
  45        2.110906E-05        1.372156E-05        4.644618E-01        5.355382E-01        1.000000E+00        3.088161E+00
  46        1.828939E-05        1.188851E-05        4.646180E-01        5.353820E-01        1.000000E+00        3.088696E+00
  47        1.584635E-05        1.030035E-05        4.647533E-01        5.352467E-01        1.000000E+00        3.089160E+00
  48        1.372965E-05        8.924372E-06        4.648706E-01        5.351294E-01        1.000000E+00        3.089562E+00
  49        1.189570E-05        7.732238E-06        4.649722E-01        5.350278E-01        1.000000E+00        3.089910E+00
  50        1.030673E-05        6.699376E-06        4.650602E-01        5.349398E-01        1.000000E+00        3.090212E+00
  51        8.930020E-06        5.804501E-06        4.651364E-01        5.348636E-01        1.000000E+00        3.090474E+00
  52        7.737208E-06        5.029173E-06        4.652025E-01        5.347975E-01        1.000000E+00        3.090700E+00
  53        6.703730E-06        4.357417E-06        4.652598E-01        5.347402E-01        1.000000E+00        3.090896E+00
