    0.1289900006E+01
    0.1379572199E+00
    0.1379572199E+01
    0.1517529506E+01
    0.3338007431E+00
    0.2923562468E+00
    0.6472679024E-01
    0.6473893381E-01
    0.2276983169E+00
    0.5865337891E+00
    0.4903295653E+00
    0.1913063535E+00
