 Start!

****************************************************
Bisection initization at point A:    0.8000   0.7000
****************************************************

 value function iteration: W-type (unconstrained)
iter               distw             distgwk                kmin                kmax
  45        2.516126E-02       -5.124609E+00        4.386839E+00       -1.024922E+02        7.311398E-01
  46        2.415481E-02       -5.124609E+00        4.405062E+00       -1.024922E+02        7.341770E-01
  47        2.318862E-02       -5.124609E+00        4.423107E+00       -1.024922E+02        7.371846E-01
  48        2.226107E-02       -5.124609E+00        4.441051E+00       -1.024922E+02        7.401752E-01
  49        2.137063E-02       -5.124609E+00        4.458657E+00       -1.024922E+02        7.431095E-01
  50        2.051581E-02       -5.124609E+00        4.476867E+00       -1.024922E+02        7.461445E-01
  51        1.969517E-02       -5.124609E+00        4.494796E+00       -1.024922E+02        7.491327E-01
  52        1.890737E-02       -5.124609E+00        4.512668E+00       -1.024922E+02        7.521114E-01
  53        1.815107E-02       -5.124609E+00        4.529913E+00       -1.024922E+02        7.549855E-01
  54        1.742292E-02       -5.124609E+00        4.546909E+00       -1.024922E+02        7.578182E-01
  55        1.463721E-02       -5.124609E+00        4.561547E+00       -1.024922E+02        7.602578E-01
  56        1.180888E-02       -5.124609E+00        4.572781E+00       -1.024922E+02        7.621302E-01
  57        1.133653E-02       -5.124609E+00        4.584118E+00       -1.024922E+02        7.640197E-01
  58        2.413022E-03       -5.124609E+00        4.586531E+00       -1.024922E+02        7.644218E-01
  59        0.000000E+00       -5.124609E+00        4.586531E+00       -1.024922E+02        7.644218E-01
 value function iteration: V-type (constrained)
iter               distv             distgvk             distgvb                kmin                kmax               bkmin               bkmax
================================================================================================================================================
   1        7.821253E+00        6.000000E+00        5.796000E+00        5.000000E-02        6.000000E+00       -2.190713E+01        9.660000E-01
   2        1.554098E+00        5.560000E+00        4.054167E+00        5.000000E-02        6.000000E+00       -2.190713E+01        9.660000E-01
   3        1.380013E+00        5.560000E+00        4.054167E+00        5.000000E-02        6.000000E+00       -2.190713E+01        9.660000E-01
   4        1.357968E+00        5.326110E+00        3.883622E+00        5.000000E-02        6.000000E+00       -2.190713E+01        9.660000E-01
   5        1.563942E+00        5.477778E+00        3.994213E+00        5.000000E-02        6.000000E+00       -2.190713E+01        9.660000E-01
   6        1.683090E+00        5.500440E+00        4.010738E+00        5.000000E-02        6.000000E+00       -2.190713E+01        9.660000E-01
   7        1.490397E+00        4.835815E+00        3.526115E+00        5.000000E-02        6.000000E+00       -2.190713E+01        9.660000E-01
   8        1.477422E+00        4.891116E+00        3.566439E+00        5.000000E-02        6.000000E+00       -2.190713E+01        9.660000E-01
   9        1.610776E+00        4.902254E+00        3.574560E+00        5.000000E-02        6.000000E+00       -2.190713E+01        9.660000E-01
  10        1.236930E+00        4.908210E+00        3.578903E+00        5.000000E-02        6.000000E+00       -2.190713E+01        9.660000E-01
